Date,S&P 500,% of S&P 500 members above their 200 dma
3/4/1998,1047.33,78.7
3/5/1998,1035.05,76.47
3/6/1998,1055.69,78.3
3/9/1998,1052.31,77.69
3/10/1998,1064.25,78.9
3/11/1998,1068.47,79.72
3/12/1998,1069.92,79.31
3/13/1998,1068.61,79.11
3/16/1998,1079.27,79.72
3/17/1998,1080.45,80.53
3/18/1998,1085.52,80.32
3/19/1998,1089.74,80.73
3/20/1998,1099.16,81.14
3/23/1998,1095.55,82.76
3/24/1998,1105.65,83.16
3/25/1998,1101.93,82.35
3/26/1998,1100.8,82.39
3/27/1998,1095.44,80.57
3/30/1998,1093.55,80.57
3/31/1998,1101.75,80.97
4/1/1998,1108.15,81.95
4/2/1998,1120.01,83.57
4/3/1998,1122.7,83.16
4/6/1998,1121.38,81.34
4/7/1998,1109.54,80.73
4/8/1998,1101.65,79.51
4/9/1998,1110.67,80.32
4/13/1998,1109.69,79.51
4/14/1998,1115.75,81.54
4/15/1998,1119.32,83.37
4/16/1998,1108.17,81.14
4/17/1998,1122.72,82.56
4/20/1998,1123.65,82.15
4/21/1998,1126.67,82.76
4/22/1998,1130.54,82.96
4/23/1998,1119.58,81.34
4/24/1998,1107.9,78.9
4/27/1998,1086.54,75
4/28/1998,1085.11,74.75
4/29/1998,1094.63,76.78
4/30/1998,1111.75,82.11
5/1/1998,1121,81.3
5/4/1998,1122.07,81.1
5/5/1998,1115.5,79.67
5/6/1998,1104.92,78.46
5/7/1998,1095.14,76.83
5/8/1998,1108.14,78.09
5/11/1998,1106.64,78.3
5/12/1998,1115.79,79.31
5/13/1998,1118.86,80.32
5/14/1998,1117.37,79.51
5/15/1998,1108.73,78.09
5/18/1998,1105.82,76.67
5/19/1998,1109.52,76.27
5/20/1998,1119.06,76.06
5/21/1998,1114.64,75.66
5/22/1998,1110.47,74.65
5/26/1998,1094.02,70.99
5/27/1998,1092.23,69.17
5/28/1998,1097.6,71.2
5/29/1998,1090.82,70.53
6/1/1998,1090.98,71.34
6/2/1998,1093.22,70.53
6/3/1998,1082.73,68.5
6/4/1998,1094.83,69.51
6/5/1998,1113.86,72.36
6/8/1998,1115.72,72.15
6/9/1998,1118.41,71.34
6/10/1998,1112.28,69.72
6/11/1998,1094.58,66.46
6/12/1998,1098.84,65.58
6/15/1998,1077.01,60.69
6/16/1998,1087.59,62.93
6/17/1998,1107.11,67.41
6/18/1998,1106.37,64.97
6/19/1998,1100.65,63.34
6/22/1998,1103.21,63.14
6/23/1998,1119.49,64.15
6/24/1998,1132.88,65.99
6/25/1998,1129.28,65.38
6/26/1998,1133.2,66.19
6/29/1998,1138.49,66.53
6/30/1998,1133.84,65.99
7/1/1998,1148.56,67.28
7/2/1998,1146.42,66.94
7/6/1998,1157.33,67.35
7/7/1998,1154.66,66.73
7/8/1998,1166.38,68.16
7/9/1998,1158.56,66.33
7/10/1998,1164.33,66.33
7/13/1998,1165.19,65.78
7/14/1998,1177.58,66.4
7/15/1998,1174.81,66.19
7/16/1998,1183.99,68.02
7/17/1998,1186.75,68.23
7/20/1998,1184.1,66.19
7/21/1998,1165.07,64.56
7/22/1998,1164.08,63.14
7/23/1998,1139.75,59.27
7/24/1998,1140.8,57.03
7/27/1998,1147.27,57.43
7/28/1998,1130.24,53.77
7/29/1998,1125.21,54.58
7/30/1998,1142.95,57.03
7/31/1998,1120.67,50.71
8/3/1998,1112.44,50.2
8/4/1998,1072.12,42.04
8/5/1998,1081.43,42.65
8/6/1998,1089.63,43.88
8/7/1998,1089.45,45.51
8/10/1998,1083.14,42.65
8/11/1998,1068.98,39.18
8/12/1998,1084.22,43.88
8/13/1998,1074.91,41.43
8/14/1998,1062.75,37.55
8/17/1998,1083.67,43.27
8/18/1998,1101.2,46.12
8/19/1998,1098.06,44.49
8/20/1998,1091.6,44.08
8/21/1998,1081.24,40
8/24/1998,1088.14,41.22
8/25/1998,1092.85,42.04
8/26/1998,1084.19,38.09
8/27/1998,1042.59,30.89
8/28/1998,1027.14,29.67
8/31/1998,957.28,19.11
9/1/1998,994.26,23.58
9/2/1998,990.47,22.56
9/3/1998,982.26,20.93
9/4/1998,973.89,20.12
9/8/1998,1023.46,27.44
9/9/1998,1006.2,25.81
9/10/1998,980.19,21.75
9/11/1998,1009.06,26.42
9/14/1998,1029.72,29.47
9/15/1998,1037.68,31.16
9/16/1998,1045.48,33.13
9/17/1998,1018.87,29.07
9/18/1998,1020.09,29.67
9/21/1998,1023.89,29.67
9/22/1998,1029.63,31.1
9/23/1998,1066.09,37.2
9/24/1998,1042.72,34.35
9/25/1998,1044.75,34.15
9/28/1998,1048.69,33.54
9/29/1998,1049.02,33.74
9/30/1998,1017.01,30.75
10/1/1998,986.39,25.41
10/2/1998,1002.6,27.64
10/5/1998,988.56,24.8
10/6/1998,984.59,26.22
10/7/1998,970.68,25.41
10/8/1998,959.44,23.17
10/9/1998,984.39,25.81
10/12/1998,997.71,27.44
10/13/1998,994.8,27.24
10/14/1998,1005.53,29.07
10/15/1998,1047.49,33.74
10/16/1998,1056.42,37.12
10/19/1998,1062.39,39.55
10/20/1998,1063.93,40.77
10/21/1998,1069.92,39.76
10/22/1998,1078.48,39.55
10/23/1998,1070.67,37.73
10/26/1998,1072.32,38.13
10/27/1998,1065.34,37.93
10/28/1998,1068.09,36.92
10/29/1998,1085.93,39.96
10/30/1998,1098.67,43.81
11/2/1998,1111.6,47.87
11/3/1998,1110.84,47.06
11/4/1998,1118.67,48.48
11/5/1998,1133.85,53.75
11/6/1998,1141.01,53.75
11/9/1998,1130.2,51.32
11/10/1998,1128.26,49.09
11/11/1998,1120.97,46.86
11/12/1998,1117.69,47.46
11/13/1998,1125.72,48.88
11/16/1998,1135.87,50.3
11/17/1998,1139.32,48.68
11/18/1998,1144.48,48.68
11/19/1998,1152.61,50.71
11/20/1998,1163.55,51.93
11/23/1998,1188.21,58.42
11/24/1998,1182.99,56.68
11/25/1998,1186.87,55.47
11/27/1998,1192.33,57.09
11/30/1998,1163.63,51.42
12/1/1998,1175.28,52.02
12/2/1998,1171.25,52.23
12/3/1998,1150.14,49.6
12/4/1998,1176.74,53.85
12/7/1998,1187.7,54.66
12/8/1998,1181.38,53.04
12/9/1998,1183.49,52.13
12/10/1998,1165.02,47.67
12/11/1998,1166.46,46.04
12/14/1998,1141.2,43.2
12/15/1998,1162.83,46.86
12/16/1998,1161.94,45.64
12/17/1998,1179.98,48.07
12/18/1998,1188.03,48.28
12/21/1998,1202.84,50.91
12/22/1998,1203.57,50.91
12/23/1998,1228.54,54.36
12/24/1998,1226.27,54.56
12/28/1998,1225.49,53.35
12/29/1998,1241.81,55.98
12/30/1998,1231.93,55.58
12/31/1998,1229.23,56.8
1/4/1999,1228.1,56.39
1/5/1999,1244.78,57.89
1/6/1999,1272.34,63.64
1/7/1999,1269.73,62.9
1/8/1999,1275.09,65.93
1/11/1999,1263.88,63.31
1/12/1999,1239.51,59.27
1/13/1999,1234.4,58.47
1/14/1999,1212.19,53.23
1/15/1999,1243.26,57.86
1/19/1999,1252,57.06
1/20/1999,1256.62,55.04
1/21/1999,1235.16,52.42
1/22/1999,1225.19,50.2
1/25/1999,1233.98,52.02
1/26/1999,1252.31,51.21
1/27/1999,1243.17,49.8
1/28/1999,1265.37,52.02
1/29/1999,1279.64,52.82
2/1/1999,1273,51.81
2/2/1999,1261.99,49.4
2/3/1999,1272.07,50.6
2/4/1999,1248.49,48.79
2/5/1999,1239.4,50.81
2/8/1999,1243.77,50.6
2/9/1999,1216.14,47.78
2/10/1999,1223.55,47.18
2/11/1999,1254.04,49.6
2/12/1999,1230.13,46.57
2/16/1999,1241.87,48.19
2/17/1999,1224.03,47.58
2/18/1999,1237.28,50
2/19/1999,1239.22,49.8
2/22/1999,1272.14,53.63
2/23/1999,1271.18,53.23
2/24/1999,1253.41,50.81
2/25/1999,1245.02,49.19
2/26/1999,1238.33,49.6
3/1/1999,1236.16,49.6
3/2/1999,1225.5,48.39
3/3/1999,1227.7,48.79
3/4/1999,1246.64,51.21
3/5/1999,1275.47,55.85
3/8/1999,1282.73,55.04
3/9/1999,1279.84,53.02
3/10/1999,1286.84,55.65
3/11/1999,1297.68,56.57
3/12/1999,1294.59,57.78
3/15/1999,1307.26,58.18
3/16/1999,1306.38,58.18
3/17/1999,1297.82,57.58
3/18/1999,1316.55,60.2
3/19/1999,1299.29,58.18
3/22/1999,1297.01,57.98
3/23/1999,1262.14,53.94
3/24/1999,1268.59,55.76
3/25/1999,1289.99,57.78
3/26/1999,1282.8,55.76
3/29/1999,1310.17,58.59
3/30/1999,1300.75,54.34
3/31/1999,1286.37,53.33
4/1/1999,1293.72,53.54
4/5/1999,1321.12,56.16
4/6/1999,1317.89,54.75
4/7/1999,1326.89,55.35
4/8/1999,1343.98,56.77
4/9/1999,1348.35,57.37
4/12/1999,1358.64,59.48
4/13/1999,1349.82,59.68
4/14/1999,1328.44,61.97
4/15/1999,1322.86,68.01
4/16/1999,1319,69.01
4/19/1999,1289.48,71.03
4/20/1999,1306.17,70.82
4/21/1999,1336.12,71.83
4/22/1999,1358.82,72.03
4/23/1999,1356.85,72.23
4/26/1999,1360.04,72.64
4/27/1999,1362.8,74.04
4/28/1999,1350.91,76.06
4/29/1999,1342.83,75.65
4/30/1999,1335.18,74.25
5/3/1999,1354.63,78.87
5/4/1999,1332,75.86
5/5/1999,1347.31,79.07
5/6/1999,1332.05,78.07
5/7/1999,1345,79.28
5/10/1999,1340.3,77.46
5/11/1999,1355.61,78.87
5/12/1999,1364,79.48
5/13/1999,1367.56,81.89
5/14/1999,1337.8,79.28
5/17/1999,1339.49,78.47
5/18/1999,1333.32,77.46
5/19/1999,1344.23,79.28
5/20/1999,1338.83,79.88
5/21/1999,1330.29,80.08
5/24/1999,1306.65,77.46
5/25/1999,1284.4,74.45
5/26/1999,1304.76,76.86
5/27/1999,1281.41,72.43
5/28/1999,1301.84,76.21
6/1/1999,1294.26,75.4
6/2/1999,1294.81,75.6
6/3/1999,1299.54,75
6/4/1999,1327.75,78.02
6/7/1999,1334.52,78.02
6/8/1999,1317.33,77.42
6/9/1999,1318.64,75.4
6/10/1999,1302.82,73.54
6/11/1999,1293.64,71.11
6/14/1999,1294,72.32
6/15/1999,1301.16,72.93
6/16/1999,1330.41,76.16
6/17/1999,1339.9,77.37
6/18/1999,1342.84,76.36
6/21/1999,1349,76.77
6/22/1999,1335.88,75.96
6/23/1999,1333.06,73.33
6/24/1999,1315.78,72.32
6/25/1999,1315.31,71.52
6/28/1999,1331.35,73.94
6/29/1999,1351.45,74.95
6/30/1999,1372.71,76.36
7/1/1999,1380.96,77.78
7/2/1999,1391.22,77.78
7/6/1999,1388.12,76.57
7/7/1999,1395.86,77.17
7/8/1999,1394.42,75.96
7/9/1999,1403.28,76.77
7/12/1999,1399.1,76.57
7/13/1999,1393.56,75.96
7/14/1999,1398.17,75.15
7/15/1999,1409.62,76.16
7/16/1999,1418.78,76.16
7/19/1999,1407.65,75.76
7/20/1999,1377.1,73.13
7/21/1999,1379.29,72.93
7/22/1999,1360.97,71.72
7/23/1999,1356.94,70.71
7/26/1999,1347.76,69.7
7/27/1999,1362.84,71.31
7/28/1999,1365.4,69.09
7/29/1999,1341.03,65.25
7/30/1999,1328.72,62.63
8/2/1999,1328.05,62.35
8/3/1999,1322.18,59.31
8/4/1999,1305.33,56.07
8/5/1999,1313.71,55.47
8/6/1999,1300.29,52.43
8/9/1999,1297.8,52.94
8/10/1999,1281.43,49.29
8/11/1999,1301.93,53.14
8/12/1999,1298.16,52.54
8/13/1999,1327.68,56.19
8/16/1999,1330.77,56.39
8/17/1999,1344.16,58.42
8/18/1999,1332.84,55.38
8/19/1999,1323.59,54.77
8/20/1999,1336.61,56.8
8/23/1999,1360.22,60.65
8/24/1999,1363.5,59.63
8/25/1999,1381.79,60.04
8/26/1999,1362.01,57.2
8/27/1999,1348.27,53.96
8/30/1999,1324.02,48.07
8/31/1999,1320.41,46.45
9/1/1999,1331.07,48.88
9/2/1999,1319.11,46.04
9/3/1999,1357.24,53.35
9/7/1999,1350.45,51.72
9/8/1999,1344.15,49.49
9/9/1999,1347.66,49.9
9/10/1999,1351.66,51.93
9/13/1999,1344.13,51.32
9/14/1999,1336.29,48.07
9/15/1999,1317.97,46.04
9/16/1999,1318.48,43.81
9/17/1999,1335.42,46.65
9/20/1999,1335.53,44.62
9/21/1999,1307.58,38.95
9/22/1999,1310.51,40.16
9/23/1999,1280.41,35.5
9/24/1999,1277.36,34.01
9/27/1999,1283.31,36.03
9/28/1999,1282.2,34.21
9/29/1999,1268.37,34.08
9/30/1999,1282.71,36.11
10/1/1999,1282.81,35.9
10/4/1999,1304.6,39.15
10/5/1999,1301.35,35.9
10/6/1999,1325.4,38.54
10/7/1999,1317.64,36.92
10/8/1999,1336.02,39.76
10/11/1999,1335.21,39.63
10/12/1999,1313.04,36.51
10/13/1999,1285.55,34.69
10/14/1999,1283.42,34.21
10/15/1999,1247.41,29.35
10/18/1999,1254.13,30.16
10/19/1999,1261.32,30.36
10/20/1999,1289.43,33.4
10/21/1999,1283.61,34.21
10/22/1999,1301.65,37.45
10/25/1999,1293.63,36.03
10/26/1999,1281.91,31.98
10/27/1999,1296.71,35.63
10/28/1999,1342.44,41.3
10/29/1999,1362.93,45.95
11/1/1999,1354.12,44.53
11/2/1999,1347.74,42.71
11/3/1999,1354.93,42.11
11/4/1999,1362.64,43.32
11/5/1999,1370.23,44.62
11/8/1999,1377.01,44.42
11/9/1999,1365.28,42.6
11/10/1999,1373.46,44.62
11/11/1999,1381.46,44.22
11/12/1999,1396.06,46.04
11/15/1999,1394.39,48.88
11/16/1999,1420.07,49.7
11/17/1999,1410.71,48.88
11/18/1999,1424.94,48.99
11/19/1999,1422,46.15
11/22/1999,1420.94,44.13
11/23/1999,1404.64,40.89
11/24/1999,1417.08,41.3
11/26/1999,1416.62,40.49
11/29/1999,1407.83,39.47
11/30/1999,1388.91,39.55
12/1/1999,1397.72,39.68
12/2/1999,1409.04,39.27
12/3/1999,1433.3,41.7
12/6/1999,1423.33,39.27
12/7/1999,1409.17,36.64
12/8/1999,1403.88,35.43
12/9/1999,1408.11,35.63
12/10/1999,1417.04,35.43
12/13/1999,1415.22,34.62
12/14/1999,1403.17,35.43
12/15/1999,1413.32,36.23
12/16/1999,1418.78,35.22
12/17/1999,1421.03,36.23
12/20/1999,1418.09,36.23
12/21/1999,1433.43,36.03
12/22/1999,1436.13,36.57
12/23/1999,1458.34,39.6
12/27/1999,1457.1,38.38
12/28/1999,1457.66,39.8
12/29/1999,1463.46,41.21
12/30/1999,1464.47,41.21
12/31/1999,1469.25,43.23
1/3/2000,1455.22,37.65
1/4/2000,1399.42,33.13
1/5/2000,1402.11,34.75
1/6/2000,1403.45,36.97
1/7/2000,1441.47,43.23
1/10/2000,1457.6,41.62
1/11/2000,1438.56,41.21
1/12/2000,1432.25,40.81
1/13/2000,1449.68,42.42
1/14/2000,1465.15,41.41
1/18/2000,1455.14,38.79
1/19/2000,1455.9,38.79
1/20/2000,1445.57,35.89
1/21/2000,1441.36,35.08
1/24/2000,1401.53,30.24
1/25/2000,1410.03,28.83
1/26/2000,1404.09,31.65
1/27/2000,1398.56,28.83
1/28/2000,1360.16,27.42
1/31/2000,1394.46,29.84
2/1/2000,1409.28,30.04
2/2/2000,1409.12,30.04
2/3/2000,1424.97,30.85
2/4/2000,1424.37,30.24
2/7/2000,1424.24,29.23
2/8/2000,1441.72,29.64
2/9/2000,1411.7,28.63
2/10/2000,1416.83,27.82
2/11/2000,1387.12,27.02
2/14/2000,1389.94,26.81
2/15/2000,1402.05,28.23
2/16/2000,1387.67,27.42
2/17/2000,1388.26,26.81
2/18/2000,1346.09,23.19
2/22/2000,1352.17,24.4
2/23/2000,1360.69,23.39
2/24/2000,1353.43,21.77
2/25/2000,1333.36,19.56
2/28/2000,1348.05,21.37
2/29/2000,1366.42,22.58
3/1/2000,1379.19,22.78
3/2/2000,1381.76,22.78
3/3/2000,1409.17,25
3/6/2000,1391.28,22.98
3/7/2000,1355.62,22.38
3/8/2000,1366.7,22.98
3/9/2000,1401.69,25.81
3/10/2000,1395.07,25.2
3/13/2000,1383.62,25.2
3/14/2000,1359.15,23.99
3/15/2000,1392.15,26.81
3/16/2000,1458.47,34.68
3/17/2000,1464.47,33.06
3/20/2000,1456.63,30.04
3/21/2000,1493.87,33.47
3/22/2000,1500.64,32.66
3/23/2000,1527.35,34.41
3/24/2000,1527.46,34.81
3/27/2000,1523.86,34
3/28/2000,1507.73,32.8
3/29/2000,1508.52,34.41
3/30/2000,1487.92,37.63
3/31/2000,1498.58,40.4
4/3/2000,1505.97,42.45
4/4/2000,1494.73,42.25
4/5/2000,1487.37,41.05
4/6/2000,1501.34,43.66
4/7/2000,1516.35,41.65
4/10/2000,1504.46,44.27
4/11/2000,1500.59,48.29
4/12/2000,1467.17,51.51
4/13/2000,1440.51,49.3
4/14/2000,1356.56,34.61
4/17/2000,1401.44,37.22
4/18/2000,1441.61,41.85
4/19/2000,1427.47,41.13
4/20/2000,1434.54,45.77
4/24/2000,1429.86,48.79
4/25/2000,1477.44,53.83
4/26/2000,1460.99,52.02
4/27/2000,1464.92,50.3
4/28/2000,1452.43,48.69
5/1/2000,1468.25,51.91
5/2/2000,1446.29,49.9
5/3/2000,1415.1,45.88
5/4/2000,1409.57,45.25
5/5/2000,1432.63,47.08
5/8/2000,1424.17,48.89
5/9/2000,1412.14,48.29
5/10/2000,1383.05,46.48
5/11/2000,1407.81,52.11
5/12/2000,1420.96,51.71
5/15/2000,1452.36,56.94
5/16/2000,1466.04,58.15
5/17/2000,1447.8,54.33
5/18/2000,1437.21,55.13
5/19/2000,1406.95,52.52
5/22/2000,1400.72,52.92
5/23/2000,1373.86,52.31
5/24/2000,1399.05,56.74
5/25/2000,1381.52,53.32
5/26/2000,1378.02,52.31
5/30/2000,1422.45,54.53
5/31/2000,1420.6,54.73
6/1/2000,1448.81,58.55
6/2/2000,1477.26,60.97
6/5/2000,1467.63,58.67
6/6/2000,1457.84,55.85
6/7/2000,1471.36,58.27
6/8/2000,1461.67,56.05
6/9/2000,1456.95,56.65
6/12/2000,1446,55.44
6/13/2000,1469.44,57.06
6/14/2000,1470.54,57.86
6/15/2000,1478.73,57.37
6/16/2000,1464.46,53.74
6/19/2000,1486,53.94
6/20/2000,1475.95,50.61
6/21/2000,1479.13,50.71
6/22/2000,1452.18,49.49
6/23/2000,1441.48,49.29
6/26/2000,1455.31,50.71
6/27/2000,1450.55,50.71
6/28/2000,1454.82,51.72
6/29/2000,1442.39,52.23
6/30/2000,1454.6,47.98
7/3/2000,1469.54,52.94
7/5/2000,1446.23,51.12
7/6/2000,1456.67,51.32
7/7/2000,1478.9,54.56
7/10/2000,1475.62,54.77
7/11/2000,1480.88,57.2
7/12/2000,1492.92,57.2
7/13/2000,1495.84,57.72
7/14/2000,1509.98,58.13
7/17/2000,1510.49,57.11
7/18/2000,1493.74,56.3
7/19/2000,1481.96,54.67
7/20/2000,1495.57,54.88
7/21/2000,1480.19,53.66
7/24/2000,1464.29,51.02
7/25/2000,1474.47,52.24
7/26/2000,1452.42,49.19
7/27/2000,1449.62,50.81
7/28/2000,1419.89,49.29
7/31/2000,1430.83,48.47
8/1/2000,1438.1,51.32
8/2/2000,1438.7,50.31
8/3/2000,1452.56,51.73
8/4/2000,1462.93,53.97
8/7/2000,1479.32,55.19
8/8/2000,1482.8,57.43
8/9/2000,1472.87,56.62
8/10/2000,1460.25,55.8
8/11/2000,1471.84,58.54
8/14/2000,1491.56,59.55
8/15/2000,1484.43,58.54
8/16/2000,1479.85,59.15
8/17/2000,1496.07,60.57
8/18/2000,1491.72,60.37
8/21/2000,1499.48,60.37
8/22/2000,1498.13,59.96
8/23/2000,1505.97,58.74
8/24/2000,1508.31,58.74
8/25/2000,1506.45,58.13
8/28/2000,1514.09,58.33
8/29/2000,1509.84,59.15
8/30/2000,1502.59,57.72
8/31/2000,1517.68,58.33
9/1/2000,1520.77,57.2
9/5/2000,1507.08,61.05
9/6/2000,1492.25,61.66
9/7/2000,1502.51,61.66
9/8/2000,1494.5,60.65
9/11/2000,1489.26,60.45
9/12/2000,1481.99,60.04
9/13/2000,1484.91,60.24
9/14/2000,1480.87,58.82
9/15/2000,1465.81,57.2
9/18/2000,1444.51,55.78
9/19/2000,1459.9,55.47
9/20/2000,1451.34,54.45
9/21/2000,1449.05,54.05
9/22/2000,1448.72,52.43
9/25/2000,1439.03,54.25
9/26/2000,1427.21,53.44
9/27/2000,1426.57,53.44
9/28/2000,1458.29,55.06
9/29/2000,1436.51,53.64
10/2/2000,1436.23,54.16
10/3/2000,1426.46,54.27
10/4/2000,1434.32,55.69
10/5/2000,1436.28,55.89
10/6/2000,1408.99,53.86
10/9/2000,1402.03,54.88
10/10/2000,1387.02,54.07
10/11/2000,1364.59,52.24
10/12/2000,1329.78,48.78
10/13/2000,1374.17,51.83
10/16/2000,1374.62,52.13
10/17/2000,1349.97,50.3
10/18/2000,1342.13,48.88
10/19/2000,1388.76,52.33
10/20/2000,1396.93,51.72
10/23/2000,1395.78,52.54
10/24/2000,1398.13,53.96
10/25/2000,1364.9,52.74
10/26/2000,1364.44,53.35
10/27/2000,1379.58,53.96
10/30/2000,1398.66,57.4
10/31/2000,1429.4,60.45
11/1/2000,1421.22,61.46
11/2/2000,1428.32,62.47
11/3/2000,1426.69,62.68
11/6/2000,1432.19,62.47
11/7/2000,1431.87,63.49
11/8/2000,1409.28,63.29
11/9/2000,1400.14,61.46
11/10/2000,1365.98,57.81
11/13/2000,1351.26,56.39
11/14/2000,1382.95,59.23
11/15/2000,1389.81,60.85
11/16/2000,1372.32,58.01
11/17/2000,1367.72,56.59
11/20/2000,1342.62,54.16
11/21/2000,1347.35,54.56
11/22/2000,1322.36,52.54
11/24/2000,1341.77,54.36
11/27/2000,1348.97,56.59
11/28/2000,1336.09,55.78
11/29/2000,1341.91,56.19
11/30/2000,1314.95,52.54
12/1/2000,1315.23,57.52
12/4/2000,1324.97,59.76
12/5/2000,1376.54,61.05
12/6/2000,1351.46,60.45
12/7/2000,1343.55,59.43
12/8/2000,1369.89,61.66
12/11/2000,1380.2,62.4
12/12/2000,1371.18,61.99
12/13/2000,1359.99,61.66
12/14/2000,1340.93,58.74
12/15/2000,1312.15,55.89
12/18/2000,1322.74,59.55
12/19/2000,1305.6,59.76
12/20/2000,1264.74,55.08
12/21/2000,1274.86,57.11
12/22/2000,1305.97,61.91
12/26/2000,1315.19,63.14
12/27/2000,1328.92,67.21
12/28/2000,1334.22,68.23
12/29/2000,1320.28,67.62
1/2/2001,1283.27,64.15
1/3/2001,1347.56,71.08
1/4/2001,1333.34,66.6
1/5/2001,1298.35,65.17
1/8/2001,1295.86,64.97
1/9/2001,1300.8,65.58
1/10/2001,1313.27,65.17
1/11/2001,1326.82,63.75
1/12/2001,1318.32,63.06
1/16/2001,1326.65,65.58
1/17/2001,1329.47,64.36
1/18/2001,1347.97,65.99
1/19/2001,1342.54,63.41
1/22/2001,1342.9,66.46
1/23/2001,1360.4,68.9
1/24/2001,1364.3,68.5
1/25/2001,1357.51,70.93
1/26/2001,1354.95,69.51
1/29/2001,1364.17,70.73
1/30/2001,1373.73,71.95
1/31/2001,1366.01,73.58
2/1/2001,1373.47,72.36
2/2/2001,1349.47,71.2
2/5/2001,1354.31,71.6
2/6/2001,1352.26,71.4
2/7/2001,1340.89,71.2
2/8/2001,1332.53,70.79
2/9/2001,1314.76,70.18
2/12/2001,1330.31,70.99
2/13/2001,1318.8,71.2
2/14/2001,1315.92,69.57
2/15/2001,1326.61,71.2
2/16/2001,1301.53,69.78
2/20/2001,1278.94,67.14
2/21/2001,1255.27,63.49
2/22/2001,1252.82,62.88
2/23/2001,1245.86,62.27
2/26/2001,1267.65,67.14
2/27/2001,1257.94,67.75
2/28/2001,1239.94,64.5
3/1/2001,1241.23,64.71
3/2/2001,1234.18,65.52
3/5/2001,1241.41,65.72
3/6/2001,1253.8,66.33
3/7/2001,1261.89,67.55
3/8/2001,1264.74,68.42
3/9/2001,1233.42,65.79
3/12/2001,1180.16,59.92
3/13/2001,1197.66,59.23
3/14/2001,1166.71,55.58
3/15/2001,1173.56,56.19
3/16/2001,1150.53,53.35
3/19/2001,1170.81,55.58
3/20/2001,1142.62,53.35
3/21/2001,1122.14,49.09
3/22/2001,1117.58,42.8
3/23/2001,1139.83,45.95
3/26/2001,1152.69,53.64
3/27/2001,1182.17,54.66
3/28/2001,1153.29,51.62
3/29/2001,1147.95,50.81
3/30/2001,1160.33,52.83
4/2/2001,1145.87,49.19
4/3/2001,1106.46,44.62
4/4/2001,1103.25,46.45
4/5/2001,1151.44,53.14
4/6/2001,1128.43,49.09
4/9/2001,1137.59,51.12
4/10/2001,1168.38,56.07
4/11/2001,1165.89,53.64
4/12/2001,1183.5,56.07
4/16/2001,1179.68,56.48
4/17/2001,1191.81,57.49
4/18/2001,1238.16,62.55
4/19/2001,1253.7,62.15
4/20/2001,1242.98,60.12
4/23/2001,1224.36,58.3
4/24/2001,1209.47,57.09
4/25/2001,1228.75,57.29
4/26/2001,1234.52,60.73
4/27/2001,1253.05,64.17
4/30/2001,1249.46,64.98
5/1/2001,1266.44,65.59
5/2/2001,1267.43,64.37
5/3/2001,1248.58,62.15
5/4/2001,1266.61,64.98
5/7/2001,1263.51,64.17
5/8/2001,1261.2,63.97
5/9/2001,1255.54,65.59
5/10/2001,1255.18,65.38
5/11/2001,1245.67,63.97
5/14/2001,1248.92,64.17
5/15/2001,1249.44,66.6
5/16/2001,1284.99,71.26
5/17/2001,1288.49,72.27
5/18/2001,1291.96,71.86
5/21/2001,1312.83,74.9
5/22/2001,1309.38,75.91
5/23/2001,1289.05,73.08
5/24/2001,1293.17,74.29
5/25/2001,1277.89,72.06
5/29/2001,1267.93,70.65
5/30/2001,1248.08,68.83
5/31/2001,1255.82,70.45
6/1/2001,1260.67,70.04
6/4/2001,1267.11,71.05
6/5/2001,1283.57,72.47
6/6/2001,1270.03,70.85
6/7/2001,1276.96,72.06
6/8/2001,1264.96,70.04
6/11/2001,1254.39,67.81
6/12/2001,1255.85,68.42
6/13/2001,1241.6,66.6
6/14/2001,1219.87,62.55
6/15/2001,1214.36,61.13
6/18/2001,1208.43,60.32
6/19/2001,1212.58,61.74
6/20/2001,1223.14,62.96
6/21/2001,1237.04,63.36
6/22/2001,1225.35,61.74
6/25/2001,1218.6,59.92
6/26/2001,1216.76,59.51
6/27/2001,1211.07,59.92
6/28/2001,1226.2,60.32
6/29/2001,1224.42,60.32
7/2/2001,1236.71,63.49
7/3/2001,1234.45,63.56
7/5/2001,1219.24,61.74
7/6/2001,1190.59,55.47
7/9/2001,1198.78,56.07
7/10/2001,1181.52,53.85
7/11/2001,1180.18,53.85
7/12/2001,1208.14,57.29
7/13/2001,1215.68,58.18
7/16/2001,1202.45,57.58
7/17/2001,1214.44,58.18
7/18/2001,1207.71,57.78
7/19/2001,1215.02,58.18
7/20/2001,1210.85,57.17
7/23/2001,1191.03,53.33
7/24/2001,1171.65,48.48
7/25/2001,1190.49,52.53
7/26/2001,1202.93,53.94
7/27/2001,1205.82,53.74
7/30/2001,1204.52,53.33
7/31/2001,1211.23,56.16
8/1/2001,1215.93,56.36
8/2/2001,1220.75,56.77
8/3/2001,1214.35,56.77
8/6/2001,1200.48,53.13
8/7/2001,1204.4,53.44
8/8/2001,1183.53,50.61
8/9/2001,1183.43,51.01
8/10/2001,1190.16,52.23
8/13/2001,1191.29,52.83
8/14/2001,1186.73,53.24
8/15/2001,1178.02,51.21
8/16/2001,1181.66,53.44
8/17/2001,1161.97,51.42
8/20/2001,1171.41,53.44
8/21/2001,1157.26,51.42
